noise_type,snr_train,snr_test,accuracy
dog_bark_foreground,9,30,0.9458077709611452
dog_bark_foreground,12,-3,0.8482617586912066
dog_bark_foreground,12,0,0.8721881390593047
dog_bark_foreground,12,3,0.8930470347648262
dog_bark_foreground,12,6,0.9085889570552147
dog_bark_foreground,12,9,0.9171779141104295
dog_bark_foreground,12,12,0.9265848670756647
dog_bark_foreground,12,15,0.9331288343558283
dog_bark_foreground,12,18,0.9368098159509203
dog_bark_foreground,12,21,0.9396728016359919
dog_bark_foreground,12,24,0.9445807770961145
dog_bark_foreground,12,27,0.9451942740286299
dog_bark_foreground,12,30,0.9476482617586912
dog_bark_foreground,15,-3,0.8515337423312883
dog_bark_foreground,15,0,0.8738241308793456
dog_bark_foreground,15,3,0.898159509202454
dog_bark_foreground,15,6,0.9124744376278119
dog_bark_foreground,15,9,0.9214723926380368
dog_bark_foreground,15,12,0.9323108384458078
dog_bark_foreground,15,15,0.93640081799591
dog_bark_foreground,15,18,0.9406952965235174
dog_bark_foreground,15,21,0.9431492842535787
dog_bark_foreground,15,24,0.9478527607361963
dog_bark_foreground,15,27,0.9503067484662576
dog_bark_foreground,15,30,0.9515337423312883
dog_bark_foreground,18,-3,0.8445807770961146
dog_bark_foreground,18,0,0.872597137014315
dog_bark_foreground,18,3,0.8961145194274028
dog_bark_foreground,18,6,0.9098159509202454
dog_bark_foreground,18,9,0.9229038854805726
dog_bark_foreground,18,12,0.9325153374233128
dog_bark_foreground,18,15,0.9384458077709611
dog_bark_foreground,18,18,0.9427402862985685
dog_bark_foreground,18,21,0.9456032719836401
dog_bark_foreground,18,24,0.9486707566462168
dog_bark_foreground,18,27,0.9517382413087935
dog_bark_foreground,18,30,0.9527607361963191
dog_bark_foreground,21,-3,0.8374233128834356
dog_bark_foreground,21,0,0.8703476482617587
dog_bark_foreground,21,3,0.8903885480572598
dog_bark_foreground,21,6,0.9075664621676892
dog_bark_foreground,21,9,0.9198364008179959
dog_bark_foreground,21,12,0.9302658486707567
dog_bark_foreground,21,15,0.9368098159509203
dog_bark_foreground,21,18,0.9421267893660532
dog_bark_foreground,21,21,0.9443762781186094
dog_bark_foreground,21,24,0.9480572597137015
dog_bark_foreground,21,27,0.9503067484662576
dog_bark_foreground,21,30,0.9515337423312883
dog_bark_foreground,24,-3,0.8372188139059304
dog_bark_foreground,24,0,0.8666666666666667
dog_bark_foreground,24,3,0.8897750511247444
dog_bark_foreground,24,6,0.905521472392638
dog_bark_foreground,24,9,0.9190184049079755
dog_bark_foreground,24,12,0.9304703476482618
dog_bark_foreground,24,15,0.9370143149284254
dog_bark_foreground,24,18,0.941717791411043
dog_bark_foreground,24,21,0.943558282208589
dog_bark_foreground,24,24,0.9478527607361963
dog_bark_foreground,24,27,0.9498977505112475
dog_bark_foreground,24,30,0.9519427402862985
dog_bark_foreground,27,-3,0.8392638036809816
dog_bark_foreground,27,0,0.8670756646216768
dog_bark_foreground,27,3,0.8905930470347648
dog_bark_foreground,27,6,0.905316973415133
dog_bark_foreground,27,9,0.9202453987730062
dog_bark_foreground,27,12,0.9298568507157464
dog_bark_foreground,27,15,0.9370143149284254
dog_bark_foreground,27,18,0.9413087934560327
dog_bark_foreground,27,21,0.9449897750511247
dog_bark_foreground,27,24,0.9476482617586912
dog_bark_foreground,27,27,0.950920245398773
dog_bark_foreground,27,30,0.9523517382413088
dog_bark_foreground,30,-3,0.8368098159509203
dog_bark_foreground,30,0,0.8648261758691207
dog_bark_foreground,30,3,0.8877300613496932
dog_bark_foreground,30,6,0.9069529652351738
dog_bark_foreground,30,9,0.9198364008179959
dog_bark_foreground,30,12,0.9300613496932515
dog_bark_foreground,30,15,0.9361963190184049
dog_bark_foreground,30,18,0.9406952965235174
dog_bark_foreground,30,21,0.9451942740286299
dog_bark_foreground,30,24,0.9486707566462168
dog_bark_foreground,30,27,0.9513292433537832
dog_bark_foreground,30,30,0.9523517382413088
street_music_foreground,-3,-3,0.48936605316973414
street_music_foreground,-3,0,0.6030674846625766
street_music_foreground,-3,3,0.6785276073619632
street_music_foreground,-3,6,0.7306748466257669
street_music_foreground,-3,9,0.772597137014315
street_music_foreground,-3,12,0.7948875255623722
street_music_foreground,-3,15,0.8132924335378323
street_music_foreground,-3,18,0.8259713701431493
street_music_foreground,-3,21,0.8300613496932515
street_music_foreground,-3,24,0.8323108384458078
street_music_foreground,-3,27,0.8366053169734151
street_music_foreground,-3,30,0.8378323108384458
street_music_foreground,0,-3,0.49570552147239266
street_music_foreground,0,0,0.6321063394683026
street_music_foreground,0,3,0.7155419222903886
street_music_foreground,0,6,0.7670756646216769
street_music_foreground,0,9,0.8100204498977505
street_music_foreground,0,12,0.8314928425357874
street_music_foreground,0,15,0.847239263803681
street_music_foreground,0,18,0.8588957055214724
street_music_foreground,0,21,0.8629856850715747
street_music_foreground,0,24,0.8664621676891615
street_music_foreground,0,27,0.8685071574642127
street_music_foreground,0,30,0.8676891615541922
street_music_foreground,3,-3,0.4353783231083845
street_music_foreground,3,0,0.6130879345603272
street_music_foreground,3,3,0.7278118609406953
street_music_foreground,3,6,0.7922290388548058
street_music_foreground,3,9,0.8335378323108384
